UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Physical,Horizon,VIDEODISC,2016,6,6,"The quiet American [videorecording] / Miramax Films and Intermedia Films ; a Mirage Entertainment, Saga Pictures, IMF Production ; producers, William Horberg, Staffan Ahrenberg ; screenplay writers, Christopher Hampton, Robert Schenkkan ; director, Phillip Noyce.",,,"Triangles Interpersonal relations Drama, Vietnam History 1945 1975 Drama, Feature films, Fiction films, Historical films, Video recordings for the hearing impaired","Miramax Home Entertainment ; Distributed by Buena Vista Home Entertainment,",[2003].
Physical,Horizon,VIDEODISC,2016,6,2,The true story of the three little pigs!--and more animal adventures [videorecording] / Weston Woods.,,,"Animals Juvenile films, Wolves Juvenile films, Animated films, Childrens films, Fiction films","Scholastic : Distributed by New Video,",2010.
Physical,Horizon,BOOK,2016,6,1,Wonders of the universe / Brian Cox and Andrew Cohen.,,"Cox, Brian, 1968-",Cosmology Popular works,"Harper Design,",c2011.
Digital,Freegal,SONG,2016,6,1,The Poacher,,The Broadside from Grimsby,,,
Physical,Horizon,BOOK,2016,6,2,Quiet Dell : a novel / Jayne Anne Phillips.,,"Phillips, Jayne Anne, 1952-","Women journalists Fiction, Murder Investigation Fiction, Chicago Metropolitan Area Ill Fiction, Mystery fiction, Historical fiction","Scribner,",2013.
Physical,Horizon,BOOK,2016,6,3,"Bad machinery. [1], The case of the team spirit / by John Allison ; edited by James Lucas Jones & Jill Beaton ; designed by Keith Wood & Jason Storey.",,"Allison, John, 1976-","School children England Comic books strips etc, Mystery comic books strips etc, Comic books strips etc, Graphic novels","Oni Press,",2013.
Physical,Horizon,BOOK,2016,6,1,Dictation : a quartet / Cynthia Ozick.,,"Ozick, Cynthia",Revenge Fiction,"Houghton Mifflin,",2008.
Physical,Horizon,BOOK,2016,6,4,Amelia Bedelia's first Valentine / by Herman Parish ; pictures by Lynne Avril.,,"Parish, Herman","Amelia Bedelia Fictitious character Juvenile fiction, Valentines Day Juvenile fiction, Schools Fiction, Family life Fiction, Humorous stories","Greenwillow Books,",2009.
Physical,Horizon,BOOK,2016,6,1,Erik the Red sees green : a story about color blindness / by Julie Anderson ; illustrated by David López.,,"Anderson, Julie, 1966-","Color blindness Juvenile fiction, Schools Fiction, Schools Juvenile fiction","Albert Whitman & Company,",2013.
Physical,Horizon,BOOK,2016,6,18,The first bad man : a novel / by Miranda July.,,"July, Miranda, 1974-","Middle aged women Fiction, Man woman relationships Fiction","Scribner,",2015.
Digital,OverDrive,EBOOK,2016,6,2,The Flip Side,,Shawn Johnson,"Romance, Young Adult Fiction, Young Adult Literature","Simon & Schuster, Inc.",2016
Physical,Horizon,BOOK,2016,6,1,A natural history of wine / Ian Tattersall and Rob DeSalle ; illustrated by Patricia J. Wynne.,,"Tattersall, Ian",Wine and wine making History,"Yale University Press,",[2015]
Physical,Horizon,BOOK,2016,6,3,Three little kittens : a folk tale classic / illustrated by Paul Galdone.,,"Galdone, Paul","Childrens poetry Juvenile literature, Cats Juvenile poetry, Nursery rhymes Juvenile literature","Houghton Mifflin Harcourt,","[2011], c1986."
Physical,Horizon,BOOK,2016,6,4,Poppleton / Cynthia Rylant ; illustrated by Mark Teague.,,"Rylant, Cynthia","Pigs Fiction, Friendship Fiction, Books and reading Juvenile fiction","Blue Sky Press,",c1997.
Physical,Horizon,BOOK,2016,6,3,Tōnoharu. Part one / by Lars Martinson.,,"Martinson, Lars, 1977-","Americans Japan Comic books strips etc, High school teachers Japan Comic books strips etc, Graphic novels",Pliant Press,2008.
Digital,OverDrive,EBOOK,2016,6,2,"Death by Coffee: Bookstore Cafe Mystery Series, Book 1",,Alex Erickson,"Fiction, Mystery","Random House, Inc.",2016
Digital,OverDrive,EBOOK,2016,6,2,"Necromancing the Stone: Necromancer Series, Book 2",,Lish McBride,"Fantasy, Young Adult Fiction",Macmillan Publishers,2013
Digital,OverDrive,EBOOK,2016,6,2,How to Meditate: A Practical Guide,,Kathleen McDonald,"Nonfiction, Religion & Spirituality","Simon & Schuster, Inc.",2010
Digital,OverDrive,EBOOK,2016,6,1,A Hero for WondLa,,Tony DiTerlizzi,"Folklore, Juvenile Fiction, Juvenile Literature","Simon & Schuster, Inc.",2014
Physical,Horizon,BOOK,2016,6,1,The master of knots / Massimo Carlotto ; translated from the Italian by Christopher Woodall.,,"Carlotto, Massimo, 1956-","Kidnapping Italy Fiction, Sadomasochists Italy Fiction, Private investigators Italy Fiction","Europa Editions,",2014.
Physical,Horizon,BOOK,2016,6,1,"Crazy water, pickled lemons : enchanting dishes from the Middle East, Mediterranean and North Africa / Diana Henry ; photographs by Jason Lowe.",,"Henry, Diana","Cooking Middle Eastern, Cooking Mediterranean, Cooking North African","Mitchell Beazley,",2006.
Physical,Horizon,BOOK,2016,6,2,Terra tempo. Ice Age cataclysym! / written by David Shapiro ; illustrated by Christopher Herndon ; color by Erica Melville.,,"Shapiro, David, 1977-","Time travel Comic books strips etc, Animals Fossil Northwest Pacific Comic books strips etc, Floods Northwest Pacific Comic books strips etc, Geology Northwest Pacific Comic books strips etc, Cartoons and comics, Graphic novels","Craigmore Creations,",2010.
Digital,OverDrive,EBOOK,2016,6,1,"Time to Murder and Create: Matthew Scudder Series, Book 2",,Lawrence Block,"Fiction, Mystery",HarperCollins Publishers Inc.,2009
Digital,OverDrive,EBOOK,2016,6,2,The Breaking Point,,Mary Roberts Rinehart,"Classic Literature, Fiction, Mystery",Duke Classics,2011
Digital,Freegal,SONG,2016,6,1,Gargouille,,David Arkenstone,,,
Digital,Hoopla,TELEVISION,2016,6,1,The Aging Brain,,,Documentary,PBS,
Physical,Horizon,BOOK,2016,6,4,Night Knight / Owen Davey.,,"Davey, Owen","Bedtime Juvenile fiction, Knights and knighthood Fiction, Boys Juvenile fiction, Imagination Fiction",Templar Books : An imprint of Candlewick Press ;,2012.
Physical,Horizon,SOUNDDISC,2016,6,1,Hank & Frank II [sound recording].,,"Jones, Hank, 1918-2010","Jazz 2001 2010, Jazz vocals","Lineage Records,",c2009.
Physical,Horizon,BOOK,2016,6,2,Ashes to ashes / Margaret Duffy.,,"Duffy, Margaret","Gillard Patrick Fictitious character Fiction, Langley Ingrid Fictitious character Fiction, Women novelists Fiction, Mystery fiction","Severn House,",2015.
Digital,OverDrive,AUDIOBOOK,2016,6,4,"The Twits, The Minpins & The Magic Finger",,Roald Dahl,"Juvenile Fiction, Juvenile Literature",Books on Tape,2014
Digital,OverDrive,EBOOK,2016,6,1,S.: A Novel,,John Updike,"Fiction, Humor (Fiction), Literature","Random House, Inc.",2012
Physical,Horizon,BOOK,2016,6,1,Chasing the bear : a young Spenser novel / Robert B. Parker.,,"Parker, Robert B., 1932-2010","Spenser Fictitious character Juvenile fiction, Kidnapping Juvenile fiction, Child abuse Juvenile fiction, Friendship Fiction, Bullies Fiction","Philomel Books,",2009.
Digital,OverDrive,EBOOK,2016,6,1,Pharmacology Demystified: A Self-Teaching Guide,,Mary Kamienski,"Medical, Nonfiction",McGraw-Hill Professional,2007
Physical,Horizon,BOOK,2016,6,15,Black flags : the rise of ISIS / Joby Warrick.,,"Warrick, Joby","IS Organization, Terrorism Iraq, Terrorism Middle East, Terrorism Religious aspects Islam, Islamic fundamentalism, Middle East Politics and government 21st century, POLITICAL SCIENCE Political Freedom Security Terrorism, POLITICAL SCIENCE Political Freedom Security Intelligence","Doubleday,",[2015]
Physical,Horizon,SOUNDDISC,2016,6,2,Secret of the Forbidden City [sound recording] / James Patterson and Chris Grabenstein.,,"Patterson, James, 1947-","Treasure troves Juvenile fiction, Missing persons Juvenile fiction, Brothers and sisters Juvenile fiction, Adventure and adventurers Fiction, Buried treasure Fiction, Missing persons Fiction, Brothers and sisters Fiction, Twins Fiction, China Fiction, Germany Fiction","Hachette Audio,",[2015]
Digital,OverDrive,EBOOK,2016,6,1,"Heart of the Wolf: Heart of the Wolf Series, Book 1",,Terry Spear,"Fantasy, Fiction, Romance",Sourcebooks,2008
Physical,Horizon,BOOK,2016,6,1,The Bible for young children / Marie-Hélène Delval ; [illustrated by] Götting.,,"Delval, Marie-Hélène.",Bible stories English Juvenile literature,"Eerdmans Books for Young Readers,",2010.
Physical,Horizon,BOOK,2016,6,5,Pest in show / music and lyrics by Victoria Jamieson.,,"Jamieson, Victoria","Musicals Juvenile fiction, Theater Fiction, Brothers and sisters Fiction, Humorous stories","Dial Books for Young Readers,",2013.
Digital,OverDrive,EBOOK,2016,6,2,The Grand Tour: Around the World with the Queen of Mystery,,Agatha Christie,"Biography & Autobiography, Nonfiction",HarperCollins Publishers Inc.,2012
Physical,Horizon,BOOK,2016,6,1,Deadly decor / Karen Rose Smith.,,"Smith, Karen Rose","De Luca Caprice Fictitious character Fiction, Murder Investigation Fiction, Home staging Fiction, Women interior decorators Fiction, Pennsylvania Fiction, Mystery fiction","Kensington Publishing Corp.,",2014.
Physical,Horizon,BOOK,2016,6,1,Music downtown : writings from The Village voice / Kyle Gann.,,"Gann, Kyle","Music New York State New York 20th century History and criticism, Music New York State New York Reviews","University of California Press,",c2006.
Digital,OverDrive,AUDIOBOOK,2016,6,4,ISIS: Inside the Army of Terror (unabridged),,Michael Weiss,"Nonfiction, Politics","Dreamscape Media, LLC",2015
Physical,Horizon,VIDEODISC,2016,6,3,Shrek the halls [videorecording] / a PDI/Dreamworks production ; screenplay by Gary Trousdale ... [and others] ; directed by Gary Trousdale.,,,"Shrek Fictitious character Juvenile drama, Christmas plays, Families Juvenile drama, Monsters Juvenile drama, Ugliness Juvenile drama, Animated television programs, Television specials, Childrens television programs, Christmas television programs, Fiction television programs","Dreamworks Home Entertainment,",[2013?]
Digital,OverDrive,AUDIOBOOK,2016,6,1,Someone Knows My Name,,Lawrence Hill,"Fiction, Literature",Books on Tape,2007
Digital,OverDrive,EBOOK,2016,6,1,All for the Union: The Civil War Diary & Letters of Elisha Hunt Rhodes,,Elisha Hunt Rhodes,"History, Nonfiction","Random House, Inc.",2010
Digital,OverDrive,EBOOK,2016,6,3,Horton Hears a Who!,,Dr. Seuss,"Beginning Reader, Juvenile Fiction, Picture Book Fiction","Random House, Inc.",2015
Digital,OverDrive,AUDIOBOOK,2016,6,2,"Requiem: Delirium Series, Book 3 (unabridged)",,Lauren Oliver,"Romance, Science Fiction, Young Adult Fiction",Books on Tape,2013
Physical,Horizon,SOUNDDISC,2016,6,3,Early takes. Volume 1 [sound recording] / George Harrison.,,"Harrison, George, 1943-2001",Popular music 1971 1980,"Universal Music Enterprises,",c2012.
Digital,Hoopla,TELEVISION,2016,6,4,Wisteria Lodge,,,Mystery,MPI Media Group,
Physical,Horizon,BOOK,2016,6,1,"Handcrafted cocktails : the mixologist's guide to classic drinks for morning, noon & night / by Molly Wellmann.",,"Wellmann, Molly,","Cocktails, Cocktails History, Cookbooks","Betterway,",2013.
Physical,Horizon,BOOK,2016,6,2,"LBJ : from mastermind to the ""colossus"" : the lies, treachery, and treasons continue / Phillip F. Nelson.",,"Nelson, Phillip F.","Johnson Lyndon B Lyndon Baines 1908 1973, Presidents United States Biography, United States Politics and government 1963 1969","Skyhorse Publishing,",2014.
Digital,Freegal,SONG,2016,6,1,Chained and Dragged,,Entrails,,,
Physical,Horizon,BOOK,2016,6,1,You and me forever : marriage in light of eternity / Francis Chan & Lisa Chan.,,"Chan, Francis, 1967-","Marriage Religious aspects, Families Religious aspects, Christian life","Claire Love Publishing,",[2014]
Physical,Horizon,BOOK,2016,6,2,"Food wars! : Shokugeki no soma. [9], Diamond generation / [story by Yuto Tsukuda ; art by Shun Saeki ; contributor, Yuki Morisaki ; translation, Adrienne Beck ; touch-up & lettering, NRP Studios ; editor, Jennifer LeBlanc].",,"Tsukuda, Yuto, 1989-","Teenage boys Comic books strips etc, Cooking schools Comic books strips etc, Graphic novels","VIZ Media,",[2015]
Digital,OverDrive,EBOOK,2016,6,1,"Amber Smoke: The Escaped Series, Book One",,Kristin Cast,"Fiction, Romance",Diversion Books,2015
Digital,OverDrive,EBOOK,2016,6,1,The Pile of Stuff at the Bottom of the Stairs,,Christina Hopkinson,"Fiction, Literature","Hachette Digital, Inc.",2013
Physical,Horizon,BOOK,2016,6,2,"Itadakimāsu! / e, Miyao Rei.",,"Miyao, Rei","Animals Fiction, Board books, Japanese language materials","Furēberukan,",2011.
Physical,Horizon,SOUNDDISC,2016,6,3,Synthetica [sound recording] / Metric.,,Metric (Musical group),Rock music 2011 2020,"Mom + Pop Music,",p2012.
Physical,Horizon,SOUNDDISC,2016,6,12,AmeriKKKa's most wanted / Ice Cube.,,Ice Cube (Musician),"Rap Music, Popular music 1981 1990","Priority Records,",c2015.
Physical,Horizon,BOOK,2016,6,11,"Pokémon adventures. Black & White. Volume 5 / story by Hidenori Kusaka ; art by Satoshi Yamamoto ; [translation, Tetsuichiro Miyaki ; English adaptation, Annette Roman ; touch-up & lettering, Susan Daigle-Leach].",,"Kusaka, Hidenori","Pok‚mon Fictitious characters Comic books strips etc, Adventure and adventurers Comic books strips etc, Comic books strips etc Japan, Cartoons and comics, Graphic novels, Comic books strips etc","Viz Media,",[2014]
Digital,OverDrive,EBOOK,2016,6,3,Down the Long Hills,,Louis L'Amour,"Fiction, Historical Fiction, Thriller, Western","Random House, Inc.",2013
Physical,Horizon,BOOK,2016,6,1,The druid of Shannara / Terry Brooks.,,"Brooks, Terry","Shannara Imaginary place Fiction, Elves Fiction, Fantasy fiction","Ballantine Books,","1992, c1991."
Digital,OverDrive,EBOOK,2016,6,3,"The Whole Life Nutrition Cookbook: Over 300 Delicious Whole Foods Recipes, Including Gluten-Free, Dairy-Free, Soy-Free, and Egg-Free Dishes",,Tom Malterre,"Cooking & Food, Health & Fitness, Nonfiction","Hachette Digital, Inc.",2014
Physical,Horizon,BOOK,2016,6,3,Your life calling : reimagining the rest of your life / Jane Pauley.,,"Pauley, Jane, 1950-","Career changes Case studies, Change Psychology, Self realization, Middle aged persons Psychology, Pauley Jane 1950","Simon & Schuster,",2014.
Physical,Horizon,BOOK,2016,6,3,"Cook yourself sexy : easy, delicious recipes for the hottest, most confident you / Candice Kumai ; photographs by Lauren Volo.",,"Kumai, Candice","Low calorie diet Recipes, Nutrition, Food habits, Body image","Rodale,",c2012.
Physical,Horizon,BOOK,2016,6,2,Yaqui Delgado quiere darte una paliza / Meg Medina ; traducido por Teresa Mlawer.,,"Medina, Meg","Bullies Fiction, Teenage girls Fiction, Schools Fiction","Candlewick Press, 2016",
